US
0.0000000 0.0000000
0.0590343 0.0312515
0.0601700 0.0314658
0.0614343 0.0316986
0.0628500 0.0319543
0.0643114 0.0322129
0.0659500 0.0325015
0.0678614 0.0328200
0.0699900 0.0331715
0.0724200 0.0335629
0.0751457 0.0339900
0.0782357 0.0344600
0.0816457 0.0349629
0.0854129 0.0355015
0.0895114 0.0360686
0.0939043 0.0366543
0.0985671 0.0372543
0.1033900 0.0378500
0.1083971 0.0384472
0.1134700 0.0390272
0.1186700 0.0395986
0.1236771 0.0401272
0.1287971 0.0406472
0.1340686 0.0411600
0.1395657 0.0416729
0.1454129 0.0421972
0.1517014 0.0427343
0.1585786 0.0432943
0.1661814 0.0438829
0.1746343 0.0445015
0.1840629 0.0451529
0.1946286 0.0458329
0.2063086 0.0465358
0.2192486 0.0472572
0.2334586 0.0479872
0.2489000 0.0487129
0.2655671 0.0494229
0.2833329 0.0501072
0.3023686 0.0507600
0.3225600 0.0511112
0.3438143 0.0519258
0.3660086 0.0524215
0.3890029 0.0528429
0.4126457 0.0531829
0.4367900 0.0534343
0.4612471 0.0535986
0.4858900 0.0536658
0.5105614 0.0536386
0.5351386 0.0535158
0.5594529 0.0532986
0.5834171 0.0529886
0.6069171 0.0525900
0.6298729 0.0521086
0.6537371 0.0514986
0.6991757 0.0500015
0.7205300 0.0491215
0.7407871 0.0481486
0.7597571 0.0470886
0.7772314 0.0459558
0.7931586 0.0447829
0.8075943 0.0436029
0.8206986 0.0424372
0.8325629 0.0413100
0.8830800 0.0358143
0.9139014 0.0314886
0.9355000 0.0279629
0.9512986 0.0250186
0.9620486 0.0228029
0.9760600 0.0196558
0.9842657 0.0177100
0.9911214 0.0160258
0.9960857 0.0147872
LS
0.0000000 0.0000000
0.0441514 -.028285
0.0674014 -.0343642
0.0984300 -.0389171
0.1301371 -.0425057
0.1733000 -.0460371
0.2176486 -.0484471
0.2346743 -.0490971
0.2586657 -.0498071
0.2804057 -.0502528
0.3056800 -.0505628
0.4081186 -.0497214
0.5049714 -.0457500
0.5733271 -.0406200
0.6240286 -.0352600
0.6560914 -.0310600
0.6858271 -.0265457
0.7180000 -.0209700
0.7430657 -.0161371
0.7780843 -.0087542
0.8078343 -.0021085
0.8322400 0.0033372
0.8599543 0.0090729
0.8822386 0.0130315
0.8955871 0.0149929
0.9128657 0.0169872
0.9298800 0.0182600
0.9447471 0.0187372
0.9617657 0.0184372
0.9757857 0.0169015
0.9862514 0.0154915
0.9923314 0.0142843
0.9969214 0.0133443
